Pred	Coding.Potential	ORF.Max.Len	ORF.Max.Cov	Seq.lnc.Dist	Seq.pct.Dist	Seq.Dist.Ratio	Signal.Peak	SNR	Signal.Min	Signal.Q1	Signal.Q2	Signal.Max
TUSC7	NonCoding	3.80695536317255e-07	135	0.0641330166270784	-87.9881753566202	-79.2438407739471	1.11034718278759	3.40891173199613	0.10997755001649	2.09753346994426	2.41739743975127	2.93547648236772	9.77896308071641
9530059O14Rik	NonCoding	0.00410066258991804	264	0.0663650075414781	-42.694662452134	-38.1922546835632	1.11788798032153	1.94319563280887	0.033191056230723	4.26065209594245	4.90216221028464	5.71279173986105	12.7333746347058
A630076J17Rik	NonCoding	0.161440670389182	324	0.486486486486487	-33.7565103288336	-30.1137237051853	1.12096765777993	0.961154594265562	0.0962302057673663	0.658802970658289	0.738044585270662	0.79849949273153	1.83521293705151
A230001M10Rik	NonCoding	7.44647522976649e-07	147	0.078862660944206	-80.0886502911323	-71.9979157417787	1.11237456620788	2.39026154575429	0.0860488031517737	1.89130289235972	2.09840420841374	2.46189547299875	7.13067038814536
E030003E18Rik	NonCoding	2.5138976208039e-05	177	0.163133640552995	-65.6658524729798	-58.9551669708638	1.11382692725529	1.584621898348	0.0959755746608778	0.920103547918148	1.01280232391265	1.16444033874403	3.46686485926287
C130071C03Rik	NonCoding	0.00238476334363302	252	0.184210526315789	-44.7344380940461	-40.0021490429055	1.11830087043736	0.947035509999998	0.0462776174153401	1.29042445522737	1.44010642943215	1.69449871069696	3.86593723257938
A630066F11Rik	NonCoding	3.40810686896287e-05	204	0.162809257781325	-56.2795556407557	-50.3329194930635	1.11814606042297	1.66548054967986	0.0899914024208807	1.33304768616907	1.45715991010443	1.66548054967986	6.26681907152768
6430562O15Rik	NonCoding	8.03898225887334e-06	168	0.0976176641487507	-69.5945079458721	-62.5836760740247	1.11202333118871	2.30586190787232	0.0924780386475849	1.96252079066388	2.24809884256922	2.59194342103213	5.85101761616933
Gm5095	NonCoding	0.0652179276986864	351	0.230466185160867	-31.0613512525503	-27.6976209122728	1.12144473891572	1.11790128196403	0.049957852784027	1.64852556456777	1.90926653678055	2.21636500691756	5.75352079353182
G630071F17Rik	NonCoding	0.0475876874266238	336	0.10898475510866	-32.699666108971	-29.2516580434154	1.1178739359129	3.80694790333576	0.084704788749678	3.59994998359689	4.0246241208833	4.60011402667068	18.2677766251549
C230024C17Rik	NonCoding	0.164466744241147	408	0.122265507941265	-26.1988387251504	-23.3449996382467	1.1222462681999	2.80776318049046	0.0579526415843088	3.51125521257066	3.95903153527334	4.75620692726347	13.3044677897556
Gm16938	NonCoding	3.81274704676082e-05	207	0.0649717514124294	-55.6627964605142	-49.7789075175691	1.11820044344823	1.64884668584085	0.0353217110531293	3.30441776358393	3.75165361435351	4.42610269686619	11.9977358778226
A730043L09Rik	NonCoding	0.110414178112167	426	0.353526970954357	-25.0469835227032	-22.2051475486526	1.12798095431809	0.525822429312704	0.0300672367606187	1.42952741707858	1.65195767069809	1.88309498791931	3.18352146118209
4933400C23Rik	NonCoding	0.00198564484065999	279	0.163348946135831	-39.8322364727047	-35.4528800738958	1.12352611098677	1.58854481671193	0.0619447735732086	1.51718988739393	1.70540267140985	1.95737430682625	11.7580346652054
N4bp2	Coding	0.95866474701941	5037	0.878904205199791	-1.0049647726941	-0.840875082234039	1.1951415780143	82.5389660160661	0.98828464262766	6.21003102388791	7.10877233701873	8.03673270451957	82.5389660160661
ECEL1P2	NonCoding	0.11173018526919	336	0.25668449197861	-32.4245689964763	-29.0548359626934	1.11597838783567	1.19739505434799	0.0662623691971885	1.79231937352968	1.96028778638789	2.23730471101846	5.27673357131485
CYCSP52	NonCoding	9.99999999473644e-08	153	0.493548387096774	-76.7869879182814	-69.108583945355	1.11110637108406	0.429038428127433	0.0977324381074124	0.417104707627797	0.442007161230438	0.513562296881368	0.764853368296621
roX2	NonCoding	1.55699989567992e-07	138	0.100877192982456	-85.8768997835414	-77.1606095481003	1.11296295203588	1.46178592941819	0.0707617499031127	1.27826502894748	1.46178592941819	1.66980586573107	3.54518913612672
RN7SL2	NonCoding	4.06666616323825e-05	51	0.17056856187291	-249.568702856341	-225.729184371434	1.10561114882549	0.206772525968971	0.0511838610321486	0.392907206979752	0.425650250013991	0.562696816856548	0.955297278032817
LINC00162	NonCoding	0.00414734670708483	249	0.332443257676903	-45.2770695002343	-40.6341568129949	1.11426132720329	1.04414812353989	0.101346120143334	1.02574471713091	1.10652179796504	1.28436366104247	2.98097737195636
Cfap54	Coding	0.922236061590619	9219	0.955832037325039	-0.354215235241231	-0.274445411187138	1.29065825407334	316.616291670003	2.22364645608511	9.79898261354898	11.1183895470849	12.8984451665139	316.616291670004
LINC00493	Coding	0.621268667611834	288	0.513368983957219	-38.3960092158948	-34.5656725914408	1.11081331093214	1.42352953759658	0.172357037685831	0.567474218219911	0.619329355757278	0.705064970182402	1.46001827854561
LOC389641	NonCoding	0.0269499283221759	285	0.144670050761421	-39.1746933750511	-35.1095640654025	1.11578410093831	2.7549913982041	0.0939292544761268	2.04870109053789	2.38135213424163	2.7549913982041	8.54919873614984
MIR100HG	NonCoding	1.58409996231512e-06	174	0.0564568462037638	-66.9846373611153	-59.9059864379414	1.11816266360136	2.56050867162206	0.0550013681497713	2.7896941630082	3.15503795566016	3.63837534937843	14.4842314968005
LINC00511	NonCoding	0.0334141302588778	339	0.149668874172185	-32.2235559562508	-28.7798419519804	1.11965715482442	1.28821345481241	0.0390204554274901	2.50562088748788	2.75258856473231	3.27856267216947	11.7433503262531
LINC00998	NonCoding	4.9833652313036e-05	180	0.170616113744076	-64.3885158566885	-57.8526144210935	1.11297504012562	1.74563412471631	0.109839302661387	0.936154033444923	1.10999628859504	1.27016255207702	2.67731749574397
A830082N09Rik	NonCoding	0.00604433134055604	189	0.0241071428571429	-61.1982362070915	-55.0217323710999	1.11225571369388	9.29122741810203	0.0800691679929018	7.80957499537206	8.7996315548267	10.3983689184306	33.0500952958931
Mir670hg	NonCoding	0.004129668170612	225	0.0336826347305389	-50.6307991609158	-45.3235022557687	1.11709811998192	5.50088638208634	0.0555909148191119	6.99048051764013	7.91880319341734	9.14210060895096	60.5315768622393
Itprip	Coding	0.983656161289033	1668	0.44115313409151	-4.82747193483359	-4.4163698237652	1.09308597954279	19.6841282688785	0.366150941513176	4.77261023441502	5.29666288628208	6.13059995499745	19.6841282688785
Gm29674	NonCoding	8.82412574010338e-07	147	0.125533731853117	-80.8737917669635	-72.8638386192646	1.1099304305055	0.686590042775323	0.0401803568920755	1.29624584967038	1.44384261065522	1.73988291053158	4.1610899329149
D030024E09Rik	NonCoding	0.00224604314946764	258	0.10266613609232	-44.0032983791509	-39.4047314548124	1.11670088221796	1.23955434764924	0.0334127153099006	2.48387318722245	2.6690517840446	3.29054142365578	12.7940781128794
Gm13490	NonCoding	0.00721390965416169	270	0.112079701120797	-41.443589586877	-37.1170414530888	1.11656500530238	1.68685104763605	0.0470089679156265	2.32264629758855	2.69727840689088	3.17130072207445	9.10104649199848
LOH12CR2	NonCoding	9.99999999473644e-08	99	0.064369310793238	-122.421046923504	-110.083449310526	1.11207495486606	1.31953641790933	0.059190314752915	1.65142462728915	1.84537568759886	2.21679700133288	4.45373973230096
MAPKAPK5-AS1	Coding	0.549669718876761	420	0.183807439824945	-25.2739476011617	-22.6271807428537	1.11697289593375	7.3054961769934	0.225882398456317	2.7866865166748	3.26548538202616	3.62183418245318	10.7768102499883
C21orf62-AS1	NonCoding	0.00117261515418543	240	0.197530864197531	-47.2574209072173	-42.3380564022545	1.11619249731787	0.757777974499428	0.0430189396011405	1.36658622443592	1.44702424337564	1.69233246827928	5.30812781030595
Tubb1	Coding	0.974036416853421	1356	0.676646706586826	-6.16943053500091	-5.60395241037548	1.10090701762179	9.42061276000003	0.330200184630045	2.44844390166871	2.82020489662462	3.40431348349562	9.42061276000003
LINC01420	NonCoding	0.000383088579874458	207	0.286703601108033	-55.3185421008732	-49.7114957978404	1.11279174390235	0.800725864879087	0.0736088567477238	0.70900340803539	0.799328707205678	0.921952699101692	2.20406612930957
Nespas	NonCoding	0.000151549901106551	231	0.102758007117438	-49.3517388817609	-44.1391660582409	1.11809404864247	3.24344056086142	0.102003293428642	2.89380711531836	3.3008629779594	3.61454434638339	7.65599412760648
SCART1	Coding	0.886124836656958	825	0.168367346938776	-11.6271929159442	-10.4542119379619	1.11220175991678	6.18763894766091	0.0928128845093564	6.80377305925005	7.76948216015474	9.13199937921164	42.6237707885392
Gm20750	NonCoding	0.00260330514281859	240	0.0682788051209104	-48.3529319940997	-43.4159717679246	1.11371299605051	3.05287625816541	0.0587147279592767	3.59446812497136	4.10006013248942	4.62302413167363	11.625435518738
SAFB	Coding	0.995284910601604	2754	0.882409484139699	-2.42411593415063	-2.2246776434748	1.08964817498877	44.650414231909	1.04885906244628	4.02980203058836	4.59136796636419	5.16985446664824	44.650414231909
Aqp9	Coding	0.987938864679967	966	0.365079365079365	-9.63055357208152	-8.52399201788493	1.12981729122632	7.51265864047022	0.192778730393041	2.81479273292017	3.03336996353532	3.64469056123703	9.9063590476537
LOC643201	NonCoding	0.286534769192081	420	0.0975156721615974	-25.5811810596125	-22.8075482141909	1.12161030284245	15.5255804535034	0.247814664374761	4.62982427908179	5.11560493977377	5.96898929467384	15.5255804535034
ACTG1P20	Coding	0.99861651460504	594	0.223981900452489	-17.0151811034453	-15.4292000284662	1.10279088170826	3.35492857	0.087442047480947	2.9326132856315	3.35492857	3.99432263668343	10.3901961618261
MNX1-AS1	NonCoding	0.00779081534155202	270	0.272177419354839	-41.3877184275138	-37.0785196282701	1.11621819971362	1.27688370526482	0.0912607413242297	1.27688370526481	1.37970924664758	1.72882326625388	3.68211345526393
RBMY3AP	NonCoding	9.99999999473644e-08	132	0.416403785488959	-89.9647548003289	-81.0595659768289	1.10985981378244	0.611016822714887	0.131586140616893	0.372265123473614	0.39719592518268	0.44599705375174	0.856609027082149
9530036O11Rik	NonCoding	0.00318006817704486	258	0.088174982911825	-44.7241395192422	-40.0964543646883	1.11541382468544	4.32391147356357	0.100214576608015	3.22734298387676	3.63963273098578	4.04643011000744	12.2701802129198
4930428O21Rik	NonCoding	9.03243253169705e-06	183	0.105172413793103	-63.3442311803116	-56.7758978069772	1.11568876278566	0.843981292534067	0.0325403976625623	1.74749186181505	1.96264967226101	2.29329791161643	4.97371814494634
Gm8541	NonCoding	0.00108177647668062	267	0.0819269714636392	-42.0987515670496	-37.4947189952509	1.12279149424701	4.894297130497	0.0995231635595019	2.96505690757708	3.32339533561945	3.92645930979059	11.2390755074955
Zfp133-ps	NonCoding	1.96700237152792e-05	195	0.180722891566265	-59.0668198035998	-52.8756351275219	1.11708955667665	1.52689644187924	0.0954871506079784	1.15616739109157	1.30454231225702	1.49477832883086	4.00121310743457
2700038G22Rik	NonCoding	9.99999999473644e-08	135	0.0985401459854015	-87.9128812848495	-79.0257226945095	1.11245906126914	1.00944863226625	0.0495128015766565	1.44824646851529	1.65066649645763	1.926477445203	4.3582865617181
Herc4	Coding	0.947984228871075	3150	0.783777058969893	-1.98784229083566	-1.62767154914757	1.22127974275689	42.8282076135064	0.726778136202746	4.18993536630821	4.68493972536805	5.4698719444342	42.8282076135064
4930404I05Rik	NonCoding	0.000945515853578827	210	0.214723926380368	-54.4627861799066	-48.9673023106203	1.11222762149375	1.23108877403133	0.0852580791948968	1.00637077475522	1.13290182316615	1.3138537682028	4.33529300396203
Ccdc50	Coding	0.97271296425968	873	0.125215146299484	-11.0701660550017	-9.93556803427614	1.11419558668526	23.5876466882932	0.226533653363682	6.68611667200269	7.61455517571161	8.91813932253073	28.9622815317221
5730408K05Rik	NonCoding	9.99999999473644e-08	120	0.294117647058824	-98.9839906716665	-89.1203415928844	1.11067786436278	1.23698888879821	0.207261695507753	0.497702653944741	0.566457814409824	0.617520006170147	1.23698888879821
Cep83os	NonCoding	0.00089425826746703	258	0.0623941958887545	-43.5182278251627	-38.7670949601193	1.12255581363347	2.99841728332481	0.0484092446650223	4.21062172027908	4.78804576203276	5.47738082204371	15.5915414849723
SCARNA2	NonCoding	9.99999999473644e-08	141	0.335714285714286	-83.839973141147	-75.7369396918527	1.10698918496394	0.289521358800731	0.0512930201202732	0.594832624812515	0.698035870118259	0.87634183859005	1.79249602535788
FAM138D	NonCoding	0.000331491958597718	216	0.191829484902309	-53.0800055254243	-47.657195252108	1.11378786025131	0.656978681128874	0.0398605746118421	1.19043474162648	1.40681462763387	1.73737946355252	4.95340681551028
A930013F10Rik	NonCoding	0.00129095759766173	228	0.0934809348093481	-49.8217738053342	-44.7245758709456	1.11396861423788	2.44737193000016	0.0681303108063249	2.56245049375432	2.82276448776463	3.2335098974781	8.9361993636002
Snhg17	NonCoding	3.26880431632537e-05	189	0.0595275590551181	-61.0420590548351	-54.7473694290817	1.11497702430995	2.99471933868079	0.0650151142074524	3.5681354533719	4.07140683601263	4.62892439154519	16.7545052856243
1700112J05Rik	NonCoding	0.000405952333292769	216	0.27	-52.8691197860284	-47.4291809253741	1.11469603215821	0.838618902985758	0.0723719957989873	0.818166932379945	0.88960491917435	1.07348519886914	1.8928435312407
1110038B12Rik	NonCoding	2.64338793964924e-06	180	0.4	-64.2346141306244	-57.7223454936346	1.11282058241566	0.243848359079955	0.0369600223687705	0.466895810451565	0.556784916926656	0.669147983561548	1.19442672136899
Zfos1	NonCoding	0.000231016403231421	240	0.318302387267904	-47.1022490935986	-42.1334801270332	1.11792923232509	0.470096432239597	0.0452047637423892	0.99768203604842	1.09548471531678	1.32630639891906	1.98175940759524
1500015A07Rik	NonCoding	4.47227234473546e-05	225	0.119490175252257	-50.7227136676328	-45.2658475525581	1.12055150649148	2.08836672525257	0.0763606551039996	2.08140580381439	2.38982160314138	2.94766410203088	6.46286059764276
1500026H17Rik	Coding	0.780179474457381	642	0.211532125205931	-15.6665217419452	-13.8245858410155	1.13323624462333	6.98430022530697	0.156927532684937	3.22705489924217	3.60103081608824	4.14514840445146	10.3764381018521
1700003G18Rik	NonCoding	9.99999999473644e-08	90	0.145161290322581	-135.343407898144	-121.954429051105	1.10978673715432	0.292605920331588	0.0325225017488064	0.62522764452241	0.772467198198601	0.905186025059959	1.66321424855051
Atcayos	NonCoding	0.00253451300200436	45	0.141509433962264	-286.036884040082	-258.265108334796	1.10753204675749	0.259431255743625	0.0566092980282946	0.35569745923923	0.42243309203111	0.445645795876944	0.968757070383706
Epb41l4aos	NonCoding	9.99999999473644e-08	111	0.252272727272727	-107.912815511684	-97.3470296978299	1.1085373210323	0.481992930856556	0.0798720392150943	0.547628303465854	0.621844470745202	0.712375273103543	1.29056757725368
1810044D09Rik	NonCoding	0.00174305890699866	246	0.492	-45.9030430578985	-41.09046680157	1.11712147928542	0.660287366562228	0.0896469861231764	0.584232701252154	0.600412845248462	0.682501259033223	1.52966315000975
Snhg8	NonCoding	9.99999999473644e-08	108	0.137579617834395	-111.219408647268	-100.066372305947	1.11145638723888	0.64329852374861	0.0572855191645403	0.981453265092258	1.05438944266357	1.13929401024271	2.39883642705491
1700025N23Rik	NonCoding	0.000870317878598592	225	0.249445676274945	-50.6284432921922	-45.4118801364744	1.11487221273465	1.19883619300834	0.0914868920780898	1.02631195297102	1.13127255586762	1.28671836374567	2.71796199139071
1700028E11Rik	NonCoding	7.05941099687912e-07	150	0.212164073550212	-78.2384017028796	-70.4679051252852	1.11027000964168	0.480937764545668	0.0449746860883116	0.637178343417262	0.750743994580223	0.86764865090133	2.86198058799392
5730405O15Rik	NonCoding	9.99999999473644e-08	129	0.14543404735062	-92.2095224219813	-82.9857654362522	1.111148664319	0.51198733438144	0.0396876129913899	1.03556448280276	1.22462871636626	1.3839419385443	3.3405839805807
Stamos	NonCoding	0.000220767453083859	216	0.27	-52.8633574177715	-47.3935878616221	1.11541159475243	1.08336550294965	0.0945342679238549	0.913281949684716	1.02580343463874	1.21762635684992	2.97845324383618
4933404K13Rik	NonCoding	1.03357449465769e-06	60	0.0722021660649819	-209.191066868837	-188.790959328167	1.10805659133925	0.97624821	0.0792555182223562	0.880781992981869	1.00304537311368	1.12322689421211	2.11529930002124
4933402C06Rik	NonCoding	0.00707376036951013	261	0.261	-43.0546783971678	-38.5173111690122	1.11780072623049	1.3356751087521	0.0907468261606019	1.0353913790338	1.14136207698911	1.31625104565729	2.48053079640988
4933402J10Rik	Coding	0.911829961101371	495	0.420918367346939	-21.3313543814607	-18.9214541887219	1.12736337116072	2.10035092544058	0.119320060248845	1.12148943339364	1.23601707406631	1.4052443290227	3.86092532163023
4933411E08Rik	NonCoding	0.000573508508666887	219	0.128521126760563	-51.9863734974892	-46.6244535562082	1.11500231171218	2.25757613121222	0.0891585076779907	1.85455035046471	2.07729318041196	2.36084218118015	4.80238103378328
4930593A02Rik	NonCoding	2.40584854938053e-06	171	0.182302771855011	-68.1506586806551	-61.1877126059907	1.11379647609155	0.435520618324722	0.0316650931465812	1.03950669791045	1.13609584688077	1.33830353636275	2.35831660095715
5530601H04Rik	NonCoding	0.00442685779570706	279	0.0747588424437299	-39.9258244512888	-35.6383843357038	1.12030399793656	2.53458315120185	0.045037563272677	3.54353434592156	3.93019261642041	4.43479780911885	12.3306723884739
Snhg7	NonCoding	1.38044946107474e-06	168	0.220183486238532	-68.7470039090361	-61.7370749783781	1.11354488260276	0.460465502764077	0.0419922119926981	0.912510110920264	1.03552551306118	1.11766419413951	2.10357856823089
2010310C07Rik	NonCoding	0.000350359342905393	240	0.284023668639053	-47.2043836363508	-42.1950579743146	1.11871830262884	0.718279843258636	0.0580036467736513	0.868016668648991	0.960913809808044	1.13519069420349	9.02727420008665
1700003G13Rik	NonCoding	0.00448072599923355	255	0.361702127659574	-44.318395478713	-39.7204358811619	1.11575803476345	0.874901568081726	0.0873894901453999	0.791996665139097	0.881959491597327	1.11919420421866	3.53146543285802
2610316D01Rik	NonCoding	0.000435467342814189	231	0.250542299349241	-49.1428494329019	-43.9443296879277	1.11829785052797	1.21768223818798	0.0893153980929508	0.966639414642701	1.07607746377282	1.22332341719017	2.46282246577929
Pdzd11	Coding	0.9985270279827	423	0.416748768472906	-25.0294491456473	-22.6226595268238	1.10638844721019	1.75809099594565	0.119756966588854	1.14934820455006	1.3019364271837	1.44703343781065	3.63457486467966
Snhg5	NonCoding	0.000174175409588084	201	0.185424354243542	-57.1707650363608	-51.2378591489237	1.11579144769092	2.93328155422512	0.187417668883578	1.14691579273414	1.28162534882108	1.45426392668082	3.70722490414041
Eldr	NonCoding	0.00987162597505875	270	0.15058561070831	-41.607343037998	-37.2593405244326	1.11669563798946	3.30384547234443	0.127053613968731	1.88676257821739	2.08206410646671	2.58117251927818	10.0663157764276
LINC01548	NonCoding	0.0971695389414592	327	0.536945812807882	-33.6161922341319	-30.0406497182636	1.11902347483831	0.330647975562073	0.0373867531395099	0.674655175157953	0.725446898546326	0.95337975131102	1.921918726702
2900008C10Rik	NonCoding	0.00236165625149831	240	0.174165457184325	-46.9087458192626	-42.0862808004997	1.1145852027558	1.97031526553112	0.0997767038939926	1.65445741038353	1.87122842999648	2.24705457039218	5.04738541321117
FLJ37453	NonCoding	0.398291583779573	540	0.197657393850659	-18.8735228674091	-16.7888493399936	1.124170125373	4.65578689068418	0.121929161839422	3.52440060488096	4.12823018885001	4.69675968736028	14.4216550295953
2900092D14Rik	NonCoding	0.00206263180000166	282	0.0992608236536431	-39.5691781603996	-35.2622952582919	1.12213847313569	1.93295395125293	0.0444247529220111	2.51193075796813	2.90032894703655	3.26872950906938	15.315305248556
Otud3	Coding	0.993931273649702	1191	0.713173652694611	-7.35024207488472	-6.72220291071624	1.09342758207541	6.67476137010365	0.290356636487519	2.12536535070989	2.31725990725769	2.65746994213348	7.51957031535267
1700065L07Rik	NonCoding	0.00277260862583173	255	0.401574803149606	-44.2125306517346	-39.5567049031756	1.11770003997945	0.552172821199684	0.0585531589305684	0.638879900770659	0.706733225252946	0.826534336560075	1.87768058461165
1700064F23Rik	NonCoding	4.5788202973851e-05	198	0.434210526315789	-57.8804874944765	-51.9872108812087	1.11336012287203	0.491778779421426	0.0710640693554418	0.452566587957252	0.49737109008223	0.599985023084796	1.82059045415865
1700125G02Rik	NonCoding	9.99999999473644e-08	72	0.138728323699422	-172.251953780977	-155.557663755376	1.1073189814155	1.09693094395163	0.155566269953845	0.699198751621203	0.769028156857508	0.859317458435249	5.95408062818854
4930401G09Rik	NonCoding	0.401874562957004	387	0.402286902286902	-27.6968509813913	-24.7816218858344	1.11763673535925	0.535117575599958	0.0409683116551584	1.15254272279502	1.35077515010459	1.70730498681848	6.58756570861673
Snhg6	NonCoding	9.99999999473644e-08	162	0.398034398034398	-72.0196972325658	-64.6129948544347	1.11463177639138	0.395865938745908	0.0673612754678427	0.486207537325392	0.544385720182926	0.575595894579532	1.16502148931367
4930445N18Rik	NonCoding	9.99999999473644e-08	114	0.128668171557562	-105.270190219125	-94.7865545521614	1.1106025608431	0.42520942679551	0.0326327744737612	0.95998144091224	1.05397407681302	1.25154492062607	2.43996409103969
4921525O09Rik	NonCoding	0.0624957811958357	426	0.130195599022005	-25.145435624388	-22.3003147458251	1.12758209518525	2.31613952412693	0.0486334234318552	3.65736737386285	4.14945061709592	4.78837657772724	12.6503662649371
4933406G16Rik	NonCoding	0.0107966656747411	282	0.199152542372881	-39.6584722216482	-35.4858470362714	1.1175856160658	0.715101764541241	0.0346084993846742	1.50717588047042	1.70252134065478	1.98479040090098	4.845831206925
Armc1	Coding	0.984589664706632	849	0.287309644670051	-11.1517849685224	-9.89559933617809	1.1269438656183	15.36165487	0.351926174976915	3.03662327088883	3.50651969552718	3.98174402293695	15.36165487
1700084F23Rik	NonCoding	0.00137839854076272	234	0.224137931034483	-48.6270608476452	-43.593225540357	1.11547288012969	1.12466083793837	0.0735402255146789	1.09013197021357	1.26025205201668	1.47797394547429	3.67436058411028
A330040F15Rik	NonCoding	2.72207454247164e-05	177	0.16003616636528	-65.5379967669948	-58.8716946319015	1.1132344189644	2.28149465614817	0.139016898121987	1.16855169004686	1.2546765114226	1.43722072044967	5.22838668385676
4930509J09Rik	NonCoding	9.99999999473644e-08	129	0.0845347313237221	-92.2517444612348	-82.9418817463528	1.11224561727877	1.85242018581824	0.0819348725504356	1.41757156320546	1.55824665964304	1.80442037213434	4.02989251207291
4930405A10Rik	NonCoding	9.99999999473644e-08	114	0.116803278688525	-105.419307937679	-94.998985214998	1.10968877929694	0.591877248845629	0.0418334212130906	1.06806774205975	1.20388661495348	1.39652086051494	2.53466513096598
4930500A05Rik	Coding	0.955432151430016	495	0.58372641509434	-20.9377660445389	-18.6702303426089	1.12145194035207	1.40350604266664	0.114854409693171	0.922390180000005	1.02358849589371	1.27421418855426	2.41028996466552
4930520P13Rik	NonCoding	0.000628489686933076	213	0.421782178217822	-53.7443038926965	-48.3097980493876	1.11249282884091	0.839077035622439	0.113423743802888	0.525801709433553	0.608839835026917	0.6648706224903	1.24955845147561
4930542M03Rik	NonCoding	9.99999999473644e-08	105	0.303468208092486	-114.893267559712	-103.592660862247	1.10908694306531	0.417529372095766	0.0843802618448309	0.371216028573739	0.395570503539534	0.463997792916603	1.46326596910145
4930529K09Rik	NonCoding	9.99999999473644e-08	123	0.197749196141479	-96.852724381666	-87.1057339918303	1.11189837847816	0.59937380046301	0.0660586863516517	0.623091302812548	0.706694743833292	0.801692470961557	1.65852109800542
4930539N22Rik	NonCoding	0.0112762094712815	318	0.295264623955432	-34.7269393626842	-30.8798550204137	1.12458233174111	0.75008928707318	0.0465015405721774	1.05720261726593	1.20447384115171	1.46208226141745	3.05613763153409
4930555G21Rik	NonCoding	9.99999999473644e-08	117	0.217472118959108	-102.412477105142	-92.1842666284406	1.11095397133144	0.543915500002634	0.0689045237698629	0.51836065725979	0.624750483383291	0.719096003425847	1.59011878806535
4930556J02Rik	NonCoding	9.99999999473644e-08	120	0.17725258493353	-99.7709704645242	-89.8807815580294	1.11003674795717	0.400321247522458	0.0413995290051378	0.775955743076665	0.831979190315653	1.00533963742778	1.80399345870211
Rab26os	NonCoding	9.99999999473644e-08	165	0.559322033898305	-70.7325748149969	-63.4676580665557	1.11446643802144	0.268131617003453	0.0625545116607674	0.374877192894373	0.414968011773713	0.433374814960058	0.667000988084159
Mir17hg	NonCoding	9.27018500818111e-06	165	0.0705429670799487	-70.8575471961216	-63.7434067947617	1.11160590183493	1.21088376450996	0.0348852900640161	2.29917886119195	2.60132937312282	2.99094899904709	5.92624735927056
5033421B08Rik	NonCoding	9.99999999473644e-08	102	0.0807600950118765	-118.473468485661	-106.856999458711	1.10871041752804	0.932010933834147	0.05030921126956	1.26153823441969	1.46080411105253	1.78119525037973	4.09256785639231
1110019D14Rik	NonCoding	3.05568972847059e-06	165	0.110146862483311	-71.0492553083267	-63.8225706830606	1.1132308609309	0.410396486692311	0.018678266168251	1.45285020307594	1.63134037285382	1.9784672256014	4.28615115912774
Ube2d-ps	NonCoding	0.0408900233914591	279	0.151630434782609	-39.92008952433	-35.8082838682515	1.11482833612487	3.49894536947696	0.129237289058457	1.97429631163697	2.28051655615718	2.65542143959072	5.97106241406913
1700063K16Rik	NonCoding	0.439097005933977	354	0.375397667020148	-30.7324981130663	-27.392118865913	1.12194672721394	2.08109761626369	0.147142371482133	0.872396067166718	1.00374011795729	1.21567921730473	2.92758430219465
1700110C19Rik	NonCoding	0.0145740794740872	291	0.403047091412742	-38.0412902735537	-33.9127216148	1.12174100049086	1.14076022984781	0.10727704371812	0.79426211727058	0.861568524458854	0.975397866285074	2.0905038863006
Man2c1os	NonCoding	1.16969735810546e-05	177	0.199324324324324	-65.4645979214474	-58.8568829693449	1.11226749733832	1.06002181802892	0.0843571400558779	1.12602906516928	1.23006080189449	1.41632650678274	2.67071801321898
Srrm4os	NonCoding	0.00273036023167006	267	0.0795116140559857	-42.0145265622787	-37.5480437974703	1.11895380725824	5.18421396573942	0.104222119480052	3.43072484846118	3.89167308477403	4.46081202976094	18.1578733286182
A430105J06Rik	NonCoding	0.00343979309268783	285	0.0525539369352757	-39.0671775102495	-34.7242201117688	1.12506997664748	5.8434075859891	0.0722427633686719	5.49551247118727	6.23526155971463	7.17875755160109	19.823441888732
4930407I19Rik	NonCoding	6.99970932216409e-07	159	0.172264355362947	-73.6411382248914	-66.1454825191238	1.11332075026591	0.268698630376813	0.0199033060152248	0.979708430738015	1.05064492108081	1.15229909035209	3.09619994348023
C330002G04Rik	NonCoding	0.000201803658232302	234	0.107784431137725	-48.379238512	-43.1841333045867	1.12030124978476	2.35902391718151	0.0736215161006011	2.25121299943522	2.41905351087215	2.85040717807903	6.54690053692191
9130208D14Rik	Coding	0.932280520058383	7293	0.844781651801228	-0.689820568395058	-0.532754794514914	1.29481813302714	107.342058082759	0.836410126009731	8.23228228342848	9.27433450357068	10.9539920863967	107.342058082759
CACNA2D1	Coding	0.98112402798585	3276	0.432018989845708	-1.91497823105643	-1.60606285042672	1.19234327009533	86.1516437245548	0.757054694532436	6.91894680269452	7.80633996032456	8.9979650350832	86.1516437245548
8430426J06Rik	NonCoding	7.31860756886249e-07	153	0.144067796610169	-76.7025815613652	-68.9487834740294	1.11245735887793	1.11247022806497	0.0727648733442088	1.20951541774293	1.32664095100406	1.55440271138857	3.29892304670908
Platr21	Coding	0.503626110334457	459	0.130731985189405	-22.9667857427406	-20.4686512015445	1.12204685675662	4.25746827839729	0.0816181223593081	3.5683902327935	4.00483153016648	4.6377709591568	12.2995190259583
B430319G15Rik	NonCoding	0.0185978299248042	267	0.0656180879823052	-41.6977254494897	-37.3593795231997	1.11612467823766	7.00248723362758	0.11779365497699	4.32499410501045	4.85855363494559	5.79692810523074	95.0158193686966
